seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lat,lng,geometry,distance
,,"Washington, DC",,2011139,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),348.1418291739199
,,"Tampa, FL",,2011140,,,,,,,"Tampa, FL",-82.458444,27.947759499999997,POINT (27.9477595 -82.458444),639.2115835922754
,,"Tucson, AZ",,2011141,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),1500.5034839240432
,,"Denver, CO",,2011142,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),1197.5122454028615
,,"Tulsa, OK",,2011143,,,,,,,"Tulsa, OK",-95.9929113,36.1556805,POINT (36.1556805 -95.9929113),380.58755347480786
,,"Jacksonville, FL",,2010144,,,,,,,"Jacksonville, FL",-81.655651,30.3321838,POINT (30.3321838 -81.65565100000001),390.4990094293298
,,"New Orleans, LA",,2010145,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),609.6194872864402
,,"Oklahoma City, OK",,2010146,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),258.4698204538321
,,"Buffalo, NY",,2010147,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),170.8679774607182
,,"Providence, RI",,2010148,,,,,,,"Providence, RI",-71.4128343,41.8239891,POINT (41.8239891 -71.4128343),268.19777528669954
,,"Buffalo, NY",,2010149,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),212.56408292213047
,,"Milwaukee, WI",,2010150,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),357.7087922958832
,,"Oklahoma City, OK",,2010151,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),239.24173747319512
,,"New Orleans, LA",,2010152,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),448.71416339709054
,,"San Jose, CA",,2010153,,,,,,,"San Jose, CA",-121.89058329999999,37.3361905,POINT (37.3361905 -121.8905833),959.3027677548794
,,"Providence, RI",,2010154,,,,,,,"Providence, RI",-71.4128343,41.8239891,POINT (41.8239891 -71.4128343),395.78085663333746
,,"Milwaukee, WI",,2010155,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),520.2659328699443
,,"Spokane, WA",,2010156,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),1947.8982754024487
,,"Jacksonville, FL",,2010157,,,,,,,"Jacksonville, FL",-81.655651,30.3321838,POINT (30.3321838 -81.65565100000001),926.7129879645831
,,"Spokane, WA",,2010158,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),2572.55655208986
,,"San Jose, CA",,2010159,,,,,,,"San Jose, CA",-121.89058329999999,37.3361905,POINT (37.3361905 -121.8905833),2181.9775687679094
,,"Buffalo, NY",,2009160,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),170.8679774607182
,,"Dayton, OH",,2009161,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),266.2719396312039
,,"Greensboro, NC",,2009162,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),47.41209858684884
,,"Philadelphia, PA",,2009163,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),214.5716402135709
,,"Oklahoma City, OK",,2009164,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),239.24173747319512
,,"Greensboro, NC",,2009165,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),52.879952950645645
,,"Kansas City, MO",,2009166,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),301.0612639966531
,,"Kansas City, MO",,2009167,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),380.02236463114104
,,"Milwaukee, WI",,2009168,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),520.2659328699443
,,"Philadelphia, PA",,2009169,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),12.131190868669888
,,"Miami, FL",,2009170,,,,,,,"Miami, FL",-80.1936589,25.7742658,POINT (25.7742658 -80.1936589),1102.2432270466363
,,"Boise, ID",,2009171,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),1511.8495066209232
,,"San Jose, CA",,2009172,,,,,,,"San Jose, CA",-121.89058329999999,37.3361905,POINT (37.3361905 -121.8905833),2181.9775687679094
,,"Boise, ID",,2009173,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),1991.4672453717096
,,"Portland, OR",,2009174,,,,,,,"Portland, OR",-122.6741949,45.5202471,POINT (45.5202471 -122.6741949),353.725129347583
,,"Portland, OR",,2009175,,,,,,,"Portland, OR",-122.6741949,45.5202471,POINT (45.5202471 -122.6741949),134.57213746932086
,,"Raleigh, NC",,2008176,,,,,,,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (35.7803977 -78.63909890000001),26.55305978252759
,,"Omaha, NE",,2008177,,,,,,,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (41.25874589999999 -95.93837579999999),149.29205440646493
,,"North Little Rock, AR",,2008178,,,,,,,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (34.769536 -92.26709409999999),146.42188608200573
,,"Anaheim, CA",,2008179,,,,,,,"Anaheim, CA",-117.911732,33.8347516,POINT (33.8347516 -117.911732),36.34366236253514
,,"Birmingham, AL",,2008180,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),233.8606245524869
,,"Raleigh, NC",,2008181,,,,,,,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (35.7803977 -78.63909890000001),217.39757176635442
,,"North Little Rock, AR",,2008182,,,,,,,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (34.769536 -92.26709409999999),439.3967365461332
,,"Washington, DC",,2008183,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),215.4633235790944
,,"Birmingham, AL",,2008184,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),299.0042682094179
,,"Omaha, NE",,2008185,,,,,,,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (41.25874589999999 -95.93837579999999),421.3196032866717
,,"Anaheim, CA",,2008186,,,,,,,"Anaheim, CA",-117.911732,33.8347516,POINT (33.8347516 -117.911732),346.3885833827748
,,"Washington, DC",,2008187,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),462.31836404311963
,,"Denver, CO",,2008188,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),873.0603798126315
,,"Tampa, FL",,2008189,,,,,,,"Tampa, FL",-82.458444,27.947759499999997,POINT (27.9477595 -82.458444),576.5222702373412
,,"Denver, CO",,2008190,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),1554.5647320049677
,,"Tampa, FL",,2008191,,,,,,,"Tampa, FL",-82.458444,27.947759499999997,POINT (27.9477595 -82.458444),1069.8671333403042
,,"Chicago, IL",,2007192,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),507.3048332521266
,,"Winston-Salem, NC",,2007193,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),75.32948312342825
,,"New Orleans, LA",,2007194,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),480.27403307925294
,,"New Orleans, LA",,2007195,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),480.27403307925294
,,"Sacramento, CA",,2007196,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),338.3307016780558
,,"Winston-Salem, NC",,2007197,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),263.21810382131025
,,"Chicago, IL",,2007198,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),133.323029622464
,,"Chicago, IL",,2007199,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),133.323029622464
,,"Buffalo, NY",,2007200,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),166.0855637981592
,,"Sacramento, CA",,2007201,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),574.244089458387
,,"Spokane, WA",,2007202,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),417.12373172967
,,"Spokane, WA",,2007203,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),417.12373172967
,,"Columbus, OH",,2007204,,,,,,,"Columbus, OH",-83.00070649999999,39.9622601,POINT (39.9622601 -83.00070649999999),410.5478963901618
,,"Spokane, WA",,2007205,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),1631.9848827369192
,,"Buffalo, NY",,2007206,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),270.21009603750946
,,"Buffalo, NY",,2007207,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),270.21009603750946
,,"Philadelphia, PA",,2006208,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),12.131190868669888
,,"Greensboro, NC",,2006209,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),52.879952950645645
,,"Dallas, TX",,2006210,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),450.50554443066915
,,"Philadelphia, PA",,2006211,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),214.5716402135709
,,"Dayton, OH",,2006212,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),73.88662537453882
,,"Dallas, TX",,2006213,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),165.4307720311215
,,"San Diego, CA",,2006214,,,,,,,"San Diego, CA",-117.16277140000001,32.7174209,POINT (32.7174209 -117.1627714),115.94766982184925
,,"Greensboro, NC",,2006215,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),257.3161589440583
,,"Jacksonville, FL",,2006216,,,,,,,"Jacksonville, FL",-81.655651,30.3321838,POINT (30.3321838 -81.65565100000001),61.204086058717444
,,"Auburn Hills, MI",,2006217,,,,,,,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (42.6875323 -83.23410279999999),522.1524171650354
,,"Salt Lake City, UT",,2006218,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),549.3802643006065
,,"Dayton, OH",,2006219,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),399.4674434778052
,,"Salt Lake City, UT",,2006220,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),2532.575515356359
,,"Jacksonville, FL",,2006221,,,,,,,"Jacksonville, FL",-81.655651,30.3321838,POINT (30.3321838 -81.65565100000001),592.3306578855246
,,"Auburn Hills, MI",,2006222,,,,,,,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (42.6875323 -83.23410279999999),781.8034293283872
,,"San Diego, CA",,2006223,,,,,,,"San Diego, CA",-117.16277140000001,32.7174209,POINT (32.7174209 -117.1627714),1856.2606821905645
,,"Charlotte, NC",,2005224,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),119.27341381584134
,,"Boise, ID",,2005225,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),455.015805257792
,,"Charlotte, NC",,2005226,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),127.4226595727384
,,"Indianapolis, IN",,2005227,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),130.09306175133221
,,"Worcester, MA",,2005228,,,,,,,"Worcester, MA",-71.8022934,42.262593200000005,POINT (42.2625932 -71.8022934),39.6859429490424
,,"Cleveland, OH",,2005229,,,,,,,"Cleveland, OH",-81.6934446,41.5051613,POINT (41.5051613 -81.69344460000001),345.1946257822979
,,"Indianapolis, IN",,2005230,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),149.2422493392192
,,"Oklahoma City, OK",,2005231,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),48.72919648413321
,,"Oklahoma City, OK",,2005232,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),258.4698204538321
,,"Tucson, AZ",,2005233,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),1039.6679277077517
,,"Tucson, AZ",,2005234,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),860.9053776592783
,,"Boise, ID",,2005235,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),778.6756782476002
,,"Nashville, TN",,2005236,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),490.22471891635183
,,"Nashville, TN",,2005237,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),142.48007927255475
,,"Worcester, MA",,2005238,,,,,,,"Worcester, MA",-71.8022934,42.262593200000005,POINT (42.2625932 -71.8022934),273.45772130747326
,,"Cleveland, OH",,2005239,,,,,,,"Cleveland, OH",-81.6934446,41.5051613,POINT (41.5051613 -81.69344460000001),656.1841939390404
,,"Columbus, OH",,2004240,,,,,,,"Columbus, OH",-83.00070649999999,39.9622601,POINT (39.9622601 -83.00070649999999),152.33126425808695
,,"Raleigh, NC",,2004241,,,,,,,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (35.7803977 -78.63909890000001),23.370402869022445
,,"Buffalo, NY",,2004242,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),288.7157572986736
,,"Seattle, WA",,2004243,,,,,,,"Seattle, WA",-122.3300624,47.6038321,POINT (47.6038321 -122.3300624),632.3050000277424
,,"Seattle, WA",,2004244,,,,,,,"Seattle, WA",-122.3300624,47.6038321,POINT (47.6038321 -122.3300624),306.24115061816065
,,"Orlando, FL",,2004245,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),552.2320020611863
,,"Kansas City, MO",,2004246,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),241.71716764867347
,,"Buffalo, NY",,2004247,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),417.0980538321219
,,"Milwaukee, WI",,2004248,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),615.7110213935547
,,"Denver, CO",,2004249,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),739.6606878051679
,,"Milwaukee, WI",,2004250,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),520.2659328699443
,,"Orlando, FL",,2004251,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),479.7505642435857
,,"Kansas City, MO",,2004252,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),42.542537672077344
,,"Columbus, OH",,2004253,,,,,,,"Columbus, OH",-83.00070649999999,39.9622601,POINT (39.9622601 -83.00070649999999),107.37766575714784
,,"Raleigh, NC",,2004254,,,,,,,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (35.7803977 -78.63909890000001),104.21357136769538
,,"Denver, CO",,2004255,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),1742.0179386842044
,,"Birmingham, AL",,2003256,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),708.4317791879862
,,"Oklahoma City, OK",,2003257,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),17.777579432529297
,,"Nashville, TN",,2003258,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),182.56022038088824
,,"Salt Lake City, UT",,2003259,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),533.2028596268094
,,"Tampa, FL",,2003260,,,,,,,"Tampa, FL",-82.458444,27.947759499999997,POINT (27.9477595 -82.458444),104.95141991391948
,,"Tampa, FL",,2003261,,,,,,,"Tampa, FL",-82.458444,27.947759499999997,POINT (27.9477595 -82.458444),526.5348042639521
,,"Boston, MA",,2003262,,,,,,,"Boston, MA",-71.0582912,42.3602534,POINT (42.3602534 -71.0582912),566.0646562696624
,,"Oklahoma City, OK",,2003263,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),258.4698204538321
,,"Nashville, TN",,2003264,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),234.5367633048116
,,"Boston, MA",,2003265,,,,,,,"Boston, MA",-71.0582912,42.3602534,POINT (42.3602534 -71.0582912),318.21710790260977
,,"Indianapolis, IN",,2003266,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),231.21985786474173
,,"Salt Lake City, UT",,2003267,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),2068.6519647192754
,,"Spokane, WA",,2003268,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),700.7544345537534
,,"Birmingham, AL",,2003269,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),299.0042682094179
,,"Spokane, WA",,2003270,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),2123.826606639457
,,"Indianapolis, IN",,2003271,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),130.09306175133221
,,"Washington, DC",,2002272,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),8.249110006618928
,,"St. Louis, MO",,2002273,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545,POINT (38.6529545 -90.24111656024635),311.7415540847669
,,"Greenville, SC",,2002274,,,,,,,"Greenville, SC",-82.3984882,34.851354,POINT (34.851354 -82.3984882),226.24494515728276
,,"Pittsburgh, PA",,2002275,,,,,,,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (40.4416941 -79.99008609999998),292.81632534088845
,,"Washington, DC",,2002276,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),348.1418291739199
,,"Sacramento, CA",,2002277,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),353.4663783712392
,,"Greenville, SC",,2002278,,,,,,,"Greenville, SC",-82.3984882,34.851354,POINT (34.851354 -82.3984882),335.3761789306332
