seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lat,lng,geometry,distance
,,"Dallas, TX",,2002279,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),155.6992838680457
,,"Chicago, IL",,2002280,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),559.4935036187543
,,"Dallas, TX",,2002281,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),499.1153728053571
,,"Pittsburgh, PA",,2002282,,,,,,,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (40.4416941 -79.99008609999998),1.7250032330355916
,,"Albuquerque, NM",,2002283,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034,POINT (35.0841034 -106.6509851),322.1424140890853
,,"St. Louis, MO",,2002284,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545,POINT (38.6529545 -90.24111656024635),358.6292347168371
,,"Chicago, IL",,2002285,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),116.08281185706679
,,"Sacramento, CA",,2002286,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),346.51533922479723
,,"Albuquerque, NM",,2002287,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034,POINT (35.0841034 -106.6509851),1499.6627476394651
,,"Dayton, OH",,2001288,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),251.54642803007928
,,"Greensboro, NC",,2001289,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),52.879952950645645
,,"Memphis, TN",,2001290,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),584.2280405309798
,,"San Diego, CA",,2001291,,,,,,,"San Diego, CA",-117.16277140000001,32.7174209,POINT (32.7174209 -117.1627714),427.3795916597655
,,"Kansas City, MO",,2001292,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),1105.0438525936795
,,"Uniondale, NY",,2001293,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (40.7031115 -73.5895167364443),698.4810231041837
,,"New Orleans, LA",,2001294,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),778.6325138482688
,,"Boise, ID",,2001295,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),1405.352479164619
,,"Kansas City, MO",,2001296,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),429.7440405742393
,,"Uniondale, NY",,2001297,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (40.7031115 -73.5895167364443),181.49189297656818
,,"New Orleans, LA",,2001298,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),480.27403307925294
,,"Boise, ID",,2001299,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),2456.5726843130687
,,"Dayton, OH",,2001300,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),688.944254256342
,,"Greensboro, NC",,2001301,,,,,,,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (36.0726355 -79.79197540000001),2405.6241857254245
,,"Memphis, TN",,2001302,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),459.55431551406
,,"San Diego, CA",,2001303,,,,,,,"San Diego, CA",-117.16277140000001,32.7174209,POINT (32.7174209 -117.1627714),1946.5573973410021
,,"Winston-Salem, NC",,2000304,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),81.02155675463615
,,"Cleveland, OH",,2000305,,,,,,,"Cleveland, OH",-81.6934446,41.5051613,POINT (41.5051613 -81.69344460000001),188.7739634519778
,,"Birmingham, AL",,2000306,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),2211.465583276387
,,"Tucson, AZ",,2000307,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),0.38782399878422136
,,"Buffalo, NY",,2000308,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),293.46704487077096
,,"Minneapolis, MN",,2000309,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995,POINT (44.9772995 -93.2654692),184.81435194713063
,,"Nashville, TN",,2000310,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),231.8792633695019
,,"Tucson, AZ",,2000311,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),2358.6416408967884
,,"Buffalo, NY",,2000312,,,,,,,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (42.8867166 -78.87839220000001),1207.1718448165043
,,"Minneapolis, MN",,2000313,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995,POINT (44.9772995 -93.2654692),1080.3184213359812
,,"Nashville, TN",,2000314,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),333.5487265840899
,,"Tucson, AZ",,2000315,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),860.9053776592783
,,"Winston-Salem, NC",,2000316,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),554.967723586175
,,"Cleveland, OH",,2000317,,,,,,,"Cleveland, OH",-81.6934446,41.5051613,POINT (41.5051613 -81.69344460000001),358.4610088541104
,,"Birmingham, AL",,2000318,,,,,,,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (33.5206824 -86.80243259999999),233.8606245524869
,,"Salt Lake City, UT",,2000319,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),1438.5205114464889
,,"Charlotte, NC",,1999320,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),127.4226595727384
,,"Milwaukee, WI",,1999321,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),214.9834948811316
,,"Indianapolis, IN",,1999322,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),447.91004947439217
,,"Denver, CO",,1999323,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),2037.113132078311
,,"Boston, MA",,1999324,,,,,,,"Boston, MA",-71.0582912,42.3602534,POINT (42.3602534 -71.0582912),1182.4992460156666
,,"New Orleans, LA",,1999325,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),1510.5362378881027
,,"Orlando, FL",,1999326,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),705.4869081531605
,,"Seattle, WA",,1999327,,,,,,,"Seattle, WA",-122.3300624,47.6038321,POINT (47.6038321 -122.3300624),632.3050000277424
,,"Boston, MA",,1999328,,,,,,,"Boston, MA",-71.0582912,42.3602534,POINT (42.3602534 -71.0582912),860.1177956491205
,,"New Orleans, LA",,1999329,,,,,,,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (29.9499323 -90.07011559999999),609.6194872864402
,,"Orlando, FL",,1999330,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),885.8121978995557
,,"Seattle, WA",,1999331,,,,,,,"Seattle, WA",-122.3300624,47.6038321,POINT (47.6038321 -122.3300624),2786.5430993019922
,,"Charlotte, NC",,1999332,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),197.09284999484984
,,"Milwaukee, WI",,1999333,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),1582.4316897405788
,,"Indianapolis, IN",,1999334,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),195.0700288458086
,,"Denver, CO",,1999335,,,,,,,"Denver, CO",-104.9653271,39.7348381,POINT (39.7348381 -104.9653271),708.2804615198297
,,"Hartford, CT",,1998336,,,,,,,"Hartford, CT",-72.6908547,41.764582,POINT (41.764582 -72.6908547),537.3205126714594
,,"Oklahoma City, OK",,1998337,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),258.4698204538321
,,"Lexington, KY",,1998338,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),367.7961818055674
,,"Sacramento, CA",,1998339,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),763.6566622952022
,,"Washington, DC",,1998340,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),348.1418291739199
,,"Chicago, IL",,1998341,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),99.7258497504977
,,"Atlanta, GA",,1998342,,,,,,,"Atlanta, GA",-84.39018490000001,33.749098700000005,POINT (33.7490987 -84.39018490000001),265.97095699476927
,,"Boise, ID",,1998343,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),1988.8713702933185
,,"Washington, DC",,1998344,,,,,,,"Washington, DC",-77.0365529,38.894893200000006,POINT (38.89489320000001 -77.0365529),392.8412425139807
,,"Chicago, IL",,1998345,,,,,,,"Chicago, IL",-87.6244212,41.875561600000005,POINT (41.8755616 -87.6244212),2164.6768050620685
,,"Atlanta, GA",,1998346,,,,,,,"Atlanta, GA",-84.39018490000001,33.749098700000005,POINT (33.7490987 -84.39018490000001),532.762012030505
,,"Boise, ID",,1998347,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),324.07015856761564
,,"Hartford, CT",,1998348,,,,,,,"Hartford, CT",-72.6908547,41.764582,POINT (41.764582 -72.6908547),734.9660305631497
,,"Oklahoma City, OK",,1998349,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),500.562403777836
,,"Lexington, KY",,1998350,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),1387.2144432047583
,,"Sacramento, CA",,1998351,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),2768.8121561946336
,,"Winston-Salem, NC",,1997352,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),75.32948312342825
,,"Kansas City, MO",,1997353,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),376.0180338967065
,,"Memphis, TN",,1997354,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),400.41668518619286
,,"Salt Lake City, UT",,1997355,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),1710.2541302214463
,,"Pittsburgh, PA",,1997356,,,,,,,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (40.4416941 -79.99008609999998),405.9460271143266
,,"Auburn Hills, MI",,1997357,,,,,,,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (42.6875323 -83.23410279999999),2253.0449573175806
,,"Charlotte, NC",,1997358,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),127.4226595727384
,,"Tucson, AZ",,1997359,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),533.4576414321026
,,"Pittsburgh, PA",,1997360,,,,,,,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (40.4416941 -79.99008609999998),1688.2046713718669
,,"Auburn Hills, MI",,1997361,,,,,,,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (42.6875323 -83.23410279999999),234.90476227292692
,,"Charlotte, NC",,1997362,,,,,,,"Charlotte, NC",-80.8431268,35.2270869,POINT (35.2270869 -80.84312679999999),176.40205370685527
,,"Tucson, AZ",,1997363,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),1923.240102474681
,,"Winston-Salem, NC",,1997364,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),390.8048371517196
,,"Kansas City, MO",,1997365,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),779.9358728364539
,,"Memphis, TN",,1997366,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),1313.1163510393937
,,"Salt Lake City, UT",,1997367,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),2278.01306070191
,,"Providence, RI",,1996368,,,,,,,"Providence, RI",-71.4128343,41.8239891,POINT (41.8239891 -71.4128343),77.74467708327808
,,"Dallas, TX",,1996369,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),830.7365115728933
,,"Indianapolis, IN",,1996370,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),873.4380051132276
,,"Albuquerque, NM",,1996371,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034,POINT (35.0841034 -106.6509851),1270.2986235219414
,,"Richmond, VA",,1996372,,,,,,,"Richmond, VA",-77.43428,37.53850870000001,POINT (37.53850870000001 -77.43428),88.05780717503978
,,"Milwaukee, WI",,1996373,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),640.0455343341825
,,"Orlando, FL",,1996374,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),686.4221981017961
,,"Tempe, AZ",,1996375,,,,,,,"Tempe, AZ",-111.9400125,33.4255056,POINT (33.4255056 -111.9400125),1092.9299247630095
,,"Richmond, VA",,1996376,,,,,,,"Richmond, VA",-77.43428,37.53850870000001,POINT (37.53850870000001 -77.43428),1540.1677246251318
,,"Milwaukee, WI",,1996377,,,,,,,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (43.0349931 -87.92249699999999),803.9057888071151
,,"Orlando, FL",,1996378,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),375.5509619173566
,,"Tempe, AZ",,1996379,,,,,,,"Tempe, AZ",-111.9400125,33.4255056,POINT (33.4255056 -111.9400125),95.47282273369916
,,"Providence, RI",,1996380,,,,,,,"Providence, RI",-71.4128343,41.8239891,POINT (41.8239891 -71.4128343),1029.4180554154498
,,"Dallas, TX",,1996381,,,,,,,"Dallas, TX",-96.7968559,32.7762719,POINT (32.7762719 -96.7968559),1058.35939469282
,,"Indianapolis, IN",,1996382,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),2037.7336039954007
,,"Albuquerque, NM",,1996383,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034,POINT (35.0841034 -106.6509851),1960.0526048294184
,,"Baltimore, MD",,1995384,,,,,,,"Baltimore, MD",-76.610759,39.2908816,POINT (39.2908816 -76.610759),300.7288952988876
,,"Dayton, OH",,1995385,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),688.944254256342
,,"Memphis, TN",,1995386,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),388.37812970929696
,,"Boise, ID",,1995387,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),609.4647751118706
,,"Albany, NY",,1995388,,,,,,,"Albany, NY",-73.754968,42.6511674,POINT (42.6511674 -73.75496800000001),77.88842971432217
,,"Austin, TX",,1995389,,,,,,,"Austin, TX",-97.7436995,30.2711286,POINT (30.2711286 -97.74369950000001),422.89003086209374
,,"Tallahassee, FL",,1995390,,,,,,,"Tallahassee, FL",-84.2809332,30.4380832,POINT (30.4380832 -84.28093320000001),470.35061941985947
,,"Salt Lake City, UT",,1995391,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),2464.0605197641844
,,"Albany, NY",,1995392,,,,,,,"Albany, NY",-73.754968,42.6511674,POINT (42.6511674 -73.75496800000001),190.075619434132
,,"Austin, TX",,1995393,,,,,,,"Austin, TX",-97.7436995,30.2711286,POINT (30.2711286 -97.74369950000001),922.4893047934341
,,"Tallahassee, FL",,1995394,,,,,,,"Tallahassee, FL",-84.2809332,30.4380832,POINT (30.4380832 -84.28093320000001),763.3352719984443
,,"Salt Lake City, UT",,1995395,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),2174.3552327491584
,,"Baltimore, MD",,1995396,,,,,,,"Baltimore, MD",-76.610759,39.2908816,POINT (39.2908816 -76.610759),1287.7786043073806
,,"Dayton, OH",,1995397,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),369.1700668515368
,,"Memphis, TN",,1995398,,,,,,,"Memphis, TN",-90.0516285,35.1490215,POINT (35.1490215 -90.05162850000001),459.55431551406
,,"Boise, ID",,1995399,,,,,,,"Boise, ID",-116.20088600000001,43.6166163,POINT (43.6166163 -116.200886),324.07015856761564
,,"Landover, MD",,1994400,,,,,,,"Landover, MD",-76.8966397,38.93400020000001,POINT (38.93400020000001 -76.89663969999999),230.8945444363072
,,"Oklahoma City, OK",,1994401,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),210.8782494311959
,,"Lexington, KY",,1994402,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),211.49922124098842
,,"Ogden, UT",,1994403,,,,,,,"Ogden, UT",-111.9738429,41.2230048,POINT (41.2230048 -111.9738429),1229.1343935029831
,,"Uniondale, NY",,1994404,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (40.7031115 -73.5895167364443),107.85535924966477
,,"Park City, KS",,1994405,,,,,,,"Park City, KS",-97.3183763,37.8000123,POINT (37.8000123 -97.3183763),1566.7668325434206
,,"St. Petersburg, FL",,1994406,,,,,,,"St. Petersburg, FL",-82.66950849999999,27.770379600000002,POINT (27.7703796 -82.66950849999999),561.4452869059128
,,"Sacramento, CA",,1994407,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),763.6566622952022
,,"Uniondale, NY",,1994408,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (40.7031115 -73.5895167364443),877.3533733910828
,,"Park City, KS",,1994409,,,,,,,"Park City, KS",-97.3183763,37.8000123,POINT (37.8000123 -97.3183763),890.6929119375216
,,"St. Petersburg, FL",,1994410,,,,,,,"St. Petersburg, FL",-82.66950849999999,27.770379600000002,POINT (27.7703796 -82.66950849999999),647.5802584413993
,,"Sacramento, CA",,1994411,,,,,,,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (38.5815719 -121.4943996),2221.193926783503
,,"Landover, MD",,1994412,,,,,,,"Landover, MD",-76.8966397,38.93400020000001,POINT (38.93400020000001 -76.89663969999999),126.23487250178569
,,"Oklahoma City, OK",,1994413,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (35.4729886 -97.5170536),48.72919648413321
,,"Lexington, KY",,1994414,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),670.5590678942343
,,"Ogden, UT",,1994415,,,,,,,"Ogden, UT",-111.9738429,41.2230048,POINT (41.2230048 -111.9738429),2230.3590179533608
,,"Winston-Salem, NC",,1993416,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (36.0998131 -80.24405179999999),75.32948312342825
,,"Indianapolis, IN",,1993417,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331,POINT (39.7683331 -86.1583502),42.90609003097396
,,"Nashville, TN",,1993418,,,,,,,"Nashville, TN",-86.7743531,36.1622296,POINT (36.1622296 -86.7743531),182.56022038088824
,,"Tucson, AZ",,1993419,,,,,,,"Tucson, AZ",-110.9748477,32.2228765,POINT (32.2228765 -110.9748477),1806.4308025140795
